gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3428894480	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2022/1/1806a6d8-2ae7-4e21-997c-be25afdd1d7c_image.jpg										© All rights reserved	Helge Berge
3428894480	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2022/1/20209eec-17e6-4972-94bc-2deee01615fc_image.jpg										© All rights reserved	Helge Berge
3428894480	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2022/1/69f9a9e7-b84d-4757-80ec-98ad41aebdff_image.jpg										© All rights reserved	Helge Berge
3428885398	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2022/1/073ad8a0-3d79-4a12-9ff8-314a2a54e7bb_image.jpg										© All rights reserved	Helge Berge
3428846504	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2022/1/471a426a-5fb7-41a6-addb-508ef5dcad09_image.jpg										© All rights reserved	Helge Berge
3424219407	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/e42b26b4-4ca1-41f3-bf29-4f5373b7a09e_image.jpg			Stor ansamling, daglig foring.							http://creativecommons.org/licenses/by-nc-sa/4.0/	Terje O. Nordvik
3422065313	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/160c7a0c-447e-40f3-921c-c4fd5593bb14_image.jpg										© All rights reserved	Stig Gaarden
3417386394	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/78850d80-92b5-478a-b3bd-f2911872d937_image.jpg										© All rights reserved	Oddveig Torve
3417386394	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/97496c3f-107a-40c2-a688-0c93bbe94b62_image.jpg										© All rights reserved	Oddveig Torve
3417246357	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/c40b9f74-804b-4bc9-8fff-781ac37b4bfe_image.jpg										© All rights reserved	Md Abu Jafar Sujan
3417206386	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/512c2273-dad0-4d5c-81fc-d57fb02dd3e7_image.jpg										© All rights reserved	Bjørg Wold Nygård
3417206386	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/248dce42-db05-493c-bee0-089d8a96d81b_image.jpg										© All rights reserved	Bjørg Wold Nygård
3417206386	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/9bd53216-2c65-4a1a-b3e5-57434848a79a_image.jpg										© All rights reserved	Bjørg Wold Nygård
3417206386	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/28564785-b005-4499-8fc1-a631d88f1b73_image.jpg										© All rights reserved	Bjørg Wold Nygård
3417206386	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/c69cc7a4-bdd2-4a44-9918-6ce2fd0e4313_image.jpg										© All rights reserved	Bjørg Wold Nygård
3417206386	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/f6fc9a57-2d5c-40cd-9a1e-32af3dbd0eea_image.jpg										© All rights reserved	Bjørg Wold Nygård
3414553319	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/f6f9579c-656f-49f5-ae2c-8d7a8474b980_image.jpg										© All rights reserved	Helge Berge
3414553319	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/12/9d83cffe-6ad3-4c9d-86b1-b2f70e3027eb_image.jpg										© All rights reserved	Helge Berge
3408594367	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/11/832c7dee-e766-46f6-b0f3-f17680e00b25_image.jpg										© All rights reserved	Siri Sofie Børseth
3396857352	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/11/4f0bd550-f800-45c5-974b-607fa7471091_image.jpg										© All rights reserved	Helge Berge
3380749374	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/9/305d2311-9c25-4678-b5f7-a19cfd001bf2_image.jpg										© All rights reserved	Stig Gaarden
3345135474	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/9/01a0394b-80f2-4820-a295-10cb8cdb7d84_image.jpg										© All rights reserved	Siri Sofie Børseth
3342037330	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/8/8a65223d-8194-45b5-bd12-b9254f727506_image.jpg										© All rights reserved	Gunnar Stenhaug
3342037330	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/8/92c89ce5-5629-4f42-a2e2-26fb8fbb0df3_image.jpg										© All rights reserved	Gunnar Stenhaug
3332712494	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/8/7cbb23b8-256c-4271-88b5-5f39a98d7da2_image.jpg										© All rights reserved	Helge Berge
3332536394	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/8/55b4bfaf-ba1f-4aa5-bcf3-c20bb33b9467_image.jpg										© All rights reserved	Helge Berge
3309951319	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/6/b4527a3b-c5e7-455a-a013-e33790a0d4a5_image.jpg										© All rights reserved	Siri Sofie Børseth
3309951319	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/6/72e48080-338a-4ac3-a759-95ab655ade0c_image.jpg										© All rights reserved	Siri Sofie Børseth
3309951319	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/6/480fc826-ce61-4b7e-bdea-cab82918c9f2_image.jpg										© All rights reserved	Siri Sofie Børseth
3303216128	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/5/6a92367c-90fb-46ea-aa49-27761afcf806_image.jpg										http://creativecommons.org/licenses/by-nc-sa/4.0/	Kjell Larsen
3091513424	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/b961e1ad-1a2d-47be-9f65-2a0f7ff0dd85_image.jpg										© All rights reserved	Siri Sofie Børseth
3091497642	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/81eb5de3-ae5a-4dab-97bb-42cd1c15fa11_image.jpg										© All rights reserved	Gunn Nyborg
3091399493	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/20943479-aaca-433b-846c-6812a80a7ae1_image.jpg										© All rights reserved	Helge Berge
3091329321	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/ebee6b03-7bae-484b-a525-51ce94079a03_image.jpg										© All rights reserved	Helge Berge
3080035614	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/d2b90b0b-be55-48a9-b330-dd87eebc5f0e_image.jpg										© All rights reserved	Helge Berge
3070038501	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/0bf8d378-a9e4-478f-b460-577692c634d6_image.jpg										© All rights reserved	Øyvind Aas
3069988520	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/1deaba6e-d62a-4f13-a302-36d418faf1ec_image.jpg										© All rights reserved	Md Abu Jafar Sujan
3069988520	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/c32e4e30-4eaa-4977-ac73-f7fcf7ad4e42_image.jpg										© All rights reserved	Md Abu Jafar Sujan
3069979458	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/4/ad463dae-2bb4-4cce-a9ff-8323283d870e_image.jpg										© All rights reserved	Md Abu Jafar Sujan
3061357440	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/3/0588fb43-c987-4c89-a9d6-09b694abf2ef_image.jpg										© All rights reserved	Øyvind Aas
3050689351	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/3/f443e872-e5be-4676-9572-eb15b9a692af_image.jpg										© All rights reserved	Siri Sofie Børseth
3050515353	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/3/24ec1ec6-ad00-4c60-9240-c35a1c2a44bf_image.jpg										© All rights reserved	Øyvind Aas
3045422325	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/2/f28804b2-2149-4f48-9bee-6448a534b830_image.jpg										© All rights reserved	Øystein Størkersen
3045422325	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/2/9cd3ebf3-e07f-45b5-b7c7-f23f147975bf_image.jpg										© All rights reserved	Øystein Størkersen
3027837421	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2021/1/628fdfb5-a79b-4af6-8efb-ff4313766ee0_image.jpg										© All rights reserved	Paul Shimmings
2991901335	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/12/cfbc4854-bfcf-4b23-8764-f6d338c0f272_image.jpg										© All rights reserved	Svein Harald Selliseth
2991720368	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/12/a6fa5bf5-eb10-4614-91e5-f2671a129bfb_image.jpg										© All rights reserved	Svein Harald Selliseth
2964176421	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/11/baede788-b16b-4c16-9dcc-dec7355bdd5f_image.jpg										© All rights reserved	Gunn Nyborg
2848837347	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/b34954cc-cf20-4db8-91cc-1826130f1b06_image.jpg										© All rights reserved	Arnold Lorentsen
2826095351	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/8/30c10187-edc3-4cea-8a3c-78546da2f9b6_image.jpg										© All rights reserved	Odd Einum
2825963477	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/8/4383a689-3915-4918-bef8-323a7426f6d1_image.jpg										© All rights reserved	Siri Sofie Børseth
2815342555	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/6/8acf1a2c-f5d7-4ca6-a8a4-bc30a195ab2d_image.jpg										© All rights reserved	Per Inge Værnesbranden
2627698494	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/4151738f-f6db-48a5-bf9e-1bd3498fe3a7_image.jpg										© All rights reserved	Siri Sofie Børseth
2627628652	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/e2a662f7-926e-4ba3-a071-1d4ee6ff5957_image.jpg										© All rights reserved	Arnt Stavne
2627388712	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/ccd6dc5f-903f-4066-9650-eefd0aab7139_image.jpg										© All rights reserved	Siri Sofie Børseth
2627270054	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/34afce9a-8353-409c-b2f4-270b8ebcbe62_image.jpg										© All rights reserved	Jomar Svartås
2627200095	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/315a95f3-6c5c-4b4e-a0bc-9cb83f715a5e_image.jpg										© All rights reserved	Ellen Anne Tollan
2627176094	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/ab92d675-74b6-4f79-93e8-319a49ecf584_image.jpg										© All rights reserved	Jostein Sandvik
2627124897	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/94dd533f-795f-49f8-a278-c193ad96defa_image.jpg										© All rights reserved	Kari Todnem
2627052591	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/88d3488a-a11f-42fb-bddd-0cce2c06f885_image.jpg										© All rights reserved	Liv Hilmarsen
2627038318	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/b3a216aa-d334-4af4-9f42-a3e106be7f3c_image.jpg										© All rights reserved	Øyvind Aas
2579095563	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/f07fae13-f945-4a36-be44-8852923f6292_image.jpg										© All rights reserved	Kristian S. Bjerve
2556503186	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/4a3d89fe-a8b3-428c-81b2-3a6f4c969092_image.jpg										© All rights reserved	Jomar Svartås
2467911343	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/11/5dee51eb-0d10-43c9-bfab-45d8f3181584_image.jpg										© All rights reserved	Siri Sofie Børseth
2427241238	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/79c15842-89e3-4fe2-9e4b-d3a45e8a7020_image.jpg										© All rights reserved	Siri Sofie Børseth
2416745356	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/113696.jpg										© All rights reserved	Trond Hervik
2412279665	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/76008.jpg										© All rights reserved	Morten Vang
2412279665	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/76009.jpg										© All rights reserved	Morten Vang
2412156385	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/2/ebd95309-f194-4c48-8921-9c0f3efe97c0_image.jpg										© All rights reserved	Arnt Stavne
2411707967	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/246307.jpg			Mistet en fot.							© All rights reserved	Jon Helle
2411262101	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/3/a02e29f5-7998-499a-b8ba-58288bac51d0_image.jpg										© All rights reserved	Bjørg Støen
2411106599	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/490030.jpg										© All rights reserved	Jan Ove Bratset
2411042180	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/4acafac0-1242-4251-bf5f-0628bcccfe77_image.jpg										© All rights reserved	Bjørg Støen
2410998547	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/12/83e12146-7cb6-4f12-b129-54cb277f1cb0_image.jpg										© All rights reserved	Jan Ove Bratset
2410813297	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/121472.jpg			Høyst sannsynlig samme individ som ble sett i Lensvika 19des2008. Bilde foreligger også fra 2008.							© All rights reserved	Georg Bangjord
2410667352	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/497574.jpg										© All rights reserved	Bjørg Støen
2410666889	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/326329.jpg										© All rights reserved	Torgeir Ring
2410661406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/afadfcdf-38df-40a4-ac38-aaec6558ba02_image.jpg										© All rights reserved	Jan Ove Bratset
2410661406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/7e186541-89e7-41ae-8696-d2885af3961f_image.jpg										© All rights reserved	Jan Ove Bratset
2410661406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/97919935-ccc5-44f3-b758-139e993befc9_image.jpg										© All rights reserved	Jan Ove Bratset
2410661406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/9de036f1-278f-4de0-b872-8a818a443196_image.jpg										© All rights reserved	Jan Ove Bratset
2410661406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/a73fb7d8-5f44-4556-8fce-bcbec6638d5c_image.jpg										© All rights reserved	Jan Ove Bratset
2410661406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/7c2b331c-e7c6-4172-804a-a1bd2cef9fde_image.jpg										© All rights reserved	Jan Ove Bratset
2409967352	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85408.jpg										© All rights reserved	Morten Wedege
2409967352	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85407.jpg										© All rights reserved	Morten Wedege
2409555059	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/1/532103d5-9224-459f-9a66-f4dc3d5d3da9_image.jpg										© All rights reserved	Jan Ove Bratset
2409352945	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/90424.jpg										© All rights reserved	Rolf Terje Kroglund
2409154364	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/79294.jpg										© All rights reserved	Morten Vang
2408992896	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/500698.jpg										© All rights reserved	Bjørg Støen
2408992896	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/500697.jpg										© All rights reserved	Bjørg Støen
2408992264	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/3/a80e1d60-9bb6-4232-81aa-f60266d2fedf_image.jpg										© All rights reserved	Bjørg Støen
2408630399	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/78463.jpg			Nidarømåka							© All rights reserved	Oddvar Heggøy
2408586659	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/382121.jpg										© All rights reserved	Jan Ove Bratset
2408282966	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/492348.jpg										© All rights reserved	Jan Ove Bratset
2408151078	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/441866.jpg										© All rights reserved	Frank Robert Lyngvær
2408111349	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/5/e2c31746-d655-445f-847a-f06af56209d8_image.jpg			Dagens største på fuglebrettet. Han (eller hun) er for øvrig ganske fast gjest. Spiser t.o.m solsikk							© All rights reserved	Bjørg Støen
2408006442	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/b6a07443-121e-41bd-9dad-b9514a49f049_image.jpg										© All rights reserved	Jan Ove Bratset
2408006442	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/f3508e0a-1c16-44e0-9853-a95675f2041f_image.jpg										© All rights reserved	Jan Ove Bratset
2408006442	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/5b402af1-f367-4d2e-ac1f-ab9a71ad455a_image.jpg										© All rights reserved	Jan Ove Bratset
2408006442	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/f90b3ee3-c5f9-4e8c-95a5-a3ea34087e8a_image.jpg										© All rights reserved	Jan Ove Bratset
2408006442	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/6e648e31-5573-4a6e-a539-3a1e1beeb374_image.jpg										© All rights reserved	Jan Ove Bratset
2407917272	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/323233.jpg			Helt lys fugl. Mener detter er 2.vinter.							© All rights reserved	Frank Robert Lyngvær
2407886656	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/229552.jpg										© All rights reserved	Hans Einar Ring [1960–2017]
2407815447	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/304895.jpg										© All rights reserved	Arnold Lorentsen
2407755715	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/1/6da51d5e-6325-4fb6-983f-5e7c7e4c9fd7_image.jpg										© All rights reserved	Jan-Egil Eilertsen
2407269066	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/161530.jpg										© All rights reserved	Karel Krizak
2407089745	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/489603.jpg										http://creativecommons.org/licenses/by/4.0/	Knut Krogstad
2407074667	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/396357.jpg										© All rights reserved	Harald Dahlby
2407074667	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/396356.jpg										© All rights reserved	Harald Dahlby
2407074667	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/396355.jpg										© All rights reserved	Harald Dahlby
2406934772	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/409927.jpg										© All rights reserved	Bjørg Støen
2406934772	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/409926.jpg			Ikke hver dag gråmåkene inntar fuglebrettet.							© All rights reserved	Bjørg Støen
2406934772	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/409928.jpg										© All rights reserved	Bjørg Støen
2406934772	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/409929.jpg										© All rights reserved	Bjørg Støen
2406934772	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/409930.jpg										© All rights reserved	Bjørg Støen
2406898308	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/490153.jpg										© All rights reserved	Jan Ove Bratset
2406898308	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/490154.jpg										© All rights reserved	Jan Ove Bratset
2406884735	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/78474.jpg										© All rights reserved	Morten Vang
2406552661	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/393515.jpg										© All rights reserved	Bjørn Olav Tveit
2406072935	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/68501.jpg			Nidarømåka							© All rights reserved	Morten Vang
2406072935	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/68500.jpg										© All rights reserved	Morten Vang
2406072935	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/68502.jpg			Nidarømåka							© All rights reserved	Morten Vang
2405919986	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/160491.jpg										© All rights reserved	Thomas Kvalnes
2405919986	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/160490.jpg										© All rights reserved	Thomas Kvalnes
2405917431	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/443015.jpg										© All rights reserved	Joakim Gulbrandsen Lein
2405917431	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/443014.jpg										© All rights reserved	Joakim Gulbrandsen Lein
2405838156	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/2/1556734f-9c7d-4515-bb12-daf0adf03cf8_image.jpg										© All rights reserved	Venke Ivarrud
2405838156	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/2/0825f865-43da-4faa-9e57-70108177ab51_image.jpg										© All rights reserved	Venke Ivarrud
2405828019	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/398511.jpg										© All rights reserved	Hans Einar Ring [1960–2017]
2405828019	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/398253.jpg			Gulbein eller kaspi?							© All rights reserved	Hans Einar Ring [1960–2017]
2405720699	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/141341.jpg										© All rights reserved	Rolf Terje Kroglund
2405634243	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/233804.jpg										© All rights reserved	Eirik Spets
2405589036	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/487974.jpg										© All rights reserved	Jan Ove Bratset
2405589036	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/487975.jpg										© All rights reserved	Jan Ove Bratset
2405263412	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/10/f6f81f4a-2c19-45c7-b435-0e26d02590ba_image.jpg			Gråmåke på Nidarø							© All rights reserved	Finn Otto Sanne
2405263412	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/ded37869-82c9-4332-aad2-64bd001ccdb0_image.jpg			Gråmåke på Nidarø							© All rights reserved	Finn Otto Sanne
2405263412	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/10/e14d6050-0143-4ead-9196-7e1ab4648b96_image.jpg			Gråmåke på Nidarø							© All rights reserved	Finn Otto Sanne
2405179382	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/478141.jpg										© All rights reserved	Kjell Erik Waclawczyk
2404805531	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/393934.jpg										© All rights reserved	Svein Melum
2404805531	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/393937.jpg										© All rights reserved	Svein Melum
2404805531	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/393936.jpg										© All rights reserved	Svein Melum
2404805531	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/393935.jpg										© All rights reserved	Svein Melum
2404792639	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/7/ba7ed817-474a-459f-bb7d-b121dc9ed124_image.jpg										© All rights reserved	Vegard Aksnes
2404792639	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/7/855b935c-fc70-4648-9118-4b7bd6a8d451_image.jpg										© All rights reserved	Vegard Aksnes
2404792639	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/7/8093d051-b127-455a-8264-b49635dfe522_image.jpg										© All rights reserved	Vegard Aksnes
2404792639	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/7/cf4f4b5e-9672-4314-991d-0047b64dc351_image.jpg										© All rights reserved	Vegard Aksnes
2404792639	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/7/65fc69b2-cf5a-41df-b8e1-971c58ff186e_image.jpg										© All rights reserved	Vegard Aksnes
2404789990	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/1/b4c1e4ed-203a-4bc6-ab46-ecb6600e6cd4_image.jpg										© All rights reserved	Gunn Nyborg
2404749341	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/489561.jpg										© All rights reserved	Jan Ove Bratset
2404433591	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/413233.jpg										© All rights reserved	Bjørg Støen
2404433591	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/413234.jpg										© All rights reserved	Bjørg Støen
2404168922	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/406582.jpg			Det er ikke bare småfuglene som oppsøker foringsplassen :)							© All rights reserved	Bjørg Støen
2403882948	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/469433.jpg										http://creativecommons.org/licenses/by/4.0/	Knut Krogstad
2403882948	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/469432.jpg										http://creativecommons.org/licenses/by/4.0/	Knut Krogstad
2403801382	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/3/88ed60ff-ff6a-4cee-abe5-fada7e6275c2_image.jpg			Snor hengende fra nebbet							© All rights reserved	Bjørg Støen
