"","WAIC","lpml","marg_like"
"1",1431.51457010811,823.67495031822,-40974.988087296
"2",0,0,-39894.7378415329
"3",1365.24655718073,778.8326320133,-40900.4073081186
"4",1.43576188947918,4.75807405689011,-39921.6270796185
"5",1.43576188947918,4.75807405689011,-39921.6270796185
