"insects","model","variable","value","sd","lower","upper"
"Hoverflies","IGSH","rho",0.100888300165034,0.00864973326501745,0.0845760519611781,0.118287529896137
"Hoverflies","IGCO","rho",1.10671915685047,0.211113070046282,0.76032725566226,1.58096274212886
"Solitary bees","IDMSH","rho",0.0273777143928311,0.00536279571455,0.0180408681367849,0.0391468441035245
"Solitary bees","SOM","rho",24.9174952942411,14.3821149946863,1.23506828369806,48.6237664115343
"Solitary bees","IDMCO","rho",0.324609013270038,0.14461038263865,0.142999571462698,0.691926630294586
"Solitary bees","IGSH","rho",0.0140880317837197,0.00241591628280448,0.0103640031869184,0.0195565816327894
"Solitary bees","IGCO","rho",0.571455154828977,0.460952479520648,0.172757432840211,1.7864958367798
"Bumblebees","IDMSH","sigmaAlphaSites",0.368127709038897,0.0832490890065278,0.215271906012888,0.545687047077027
"Bumblebees","SOM","sigmaAlphaSites",0.544184614275953,0.0898040925076458,0.382556281339211,0.734244543887281
"Bumblebees","IDMCO","sigmaAlphaSites",0.518905945878218,0.0929661835562027,0.345635701121209,0.717638454097206
"Bumblebees","IGSH","sigmaAlphaSites",2.51872076226555,1.8508653349414,0.188018210625321,7.03347537978296
"Bumblebees","IGCO","sigmaAlphaSites",2.56746066150037,1.86697524571786,0.19333251016228,7.06203653054001
"Hoverflies","IDMSH","sigmaAlphaSites",0.452820967627548,0.0648854657048951,0.338585704817181,0.591180271122091
"Hoverflies","SOM","sigmaAlphaSites",0.498450951541561,0.0688483069905541,0.373808660519358,0.643326189460562
"Hoverflies","IDMCO","sigmaAlphaSites",0.491968636045747,0.0651281653846604,0.375017387888141,0.633174041994744
"Hoverflies","IGSH","sigmaAlphaSites",2.57615902377062,1.86606817350708,0.197972336460448,7.05644049656226
"Hoverflies","IGCO","sigmaAlphaSites",2.56337038388725,1.85885147039974,0.1938253775352,7.02293061219809
"Solitary bees","IDMSH","sigmaAlphaSites",1.76899391911066,1.63433668150738,0.44309958109113,4.79266612755783
"Solitary bees","SOM","sigmaAlphaSites",0.67057888314689,0.132747415385174,0.444807728770021,0.963047198845221
"Solitary bees","IDMCO","sigmaAlphaSites",3.31359206766825,1.94832430713608,0.488500958882426,5.80674857176531
"Solitary bees","IGSH","sigmaAlphaSites",2.57696701236692,1.86730141826557,0.196826900833322,7.02540613686712
"Solitary bees","IGCO","sigmaAlphaSites",2.55518328264185,1.83302462609402,0.196628933107223,6.98922493852869
"Bumblebees","IDMSH","sigmaAlphaSpecies",3.62419895141074,0.660312067148546,2.57378541811175,5.15368093121528
"Bumblebees","SOM","sigmaAlphaSpecies",4.44462780704756,0.770066219924303,3.19046383304818,6.18853596116162
"Bumblebees","IDMCO","sigmaAlphaSpecies",4.34552625029783,0.761978576665385,3.0988252671056,6.06575236244064
"Bumblebees","IGSH","sigmaAlphaSpecies",2.57998551324768,1.85915385364512,0.193628244565289,7.05595302556276
"Bumblebees","IGCO","sigmaAlphaSpecies",2.57074041065219,1.8622901871162,0.19229447766795,7.02030877881278
"Hoverflies","IDMSH","sigmaAlphaSpecies",4.16859267693958,0.386150146440267,3.47907529313787,4.99020810972752
"Hoverflies","SOM","sigmaAlphaSpecies",4.67829343032705,0.401347197868615,3.95753173780757,5.53279364173315
"Hoverflies","IDMCO","sigmaAlphaSpecies",4.66939468646969,0.401446763653407,3.9413339374934,5.51400175781813
"Hoverflies","IGSH","sigmaAlphaSpecies",2.58582320336628,1.86413556795288,0.196580234735472,7.02700970710416
"Hoverflies","IGCO","sigmaAlphaSpecies",2.55456904018572,1.84589355480037,0.195621911874298,6.99451287390449
"Solitary bees","IDMSH","sigmaAlphaSpecies",2.95924347642156,1.5607728502858,0.616676164355155,4.77635043001301
"Solitary bees","SOM","sigmaAlphaSpecies",4.19650086481975,0.408520225066038,3.47626351317308,5.07626986340072
"Solitary bees","IDMCO","sigmaAlphaSpecies",1.9473019384961,1.60728865631837,0.595774900484686,4.81918651276954
"Solitary bees","IGSH","sigmaAlphaSpecies",2.55207609107257,1.86660215675318,0.193240653152925,7.04138099376578
"Solitary bees","IGCO","sigmaAlphaSpecies",2.54859977379998,1.84127418733558,0.189175245100154,6.9068615968289
"Bumblebees","IDMSH","sigmaLambda",2.56510036073417,1.85024913966629,0.197386249697001,6.98506461302375
"Bumblebees","SOM","sigmaLambda",2.57756020701728,1.85990109747476,0.19599795010358,7.04946589864841
"Bumblebees","IDMCO","sigmaLambda",2.4709442345737,1.79393375490642,0.180157177250519,6.80128013189809
"Bumblebees","IGSH","sigmaLambda",2.58908322456304,1.86254348986678,0.200836496398648,7.0168851466958
"Bumblebees","IGCO","sigmaLambda",2.43735797458806,1.76522694420142,0.193072763961811,6.72149713927702
"Hoverflies","IDMSH","sigmaLambda",2.54155583334233,1.85956404521477,0.188848859292167,7.07644059009809
"Hoverflies","SOM","sigmaLambda",2.56803660037395,1.85452989792382,0.186044493957826,6.96633676558294
"Hoverflies","IDMCO","sigmaLambda",2.52044467681188,1.83862350137884,0.17344219208568,6.9092277665946
"Hoverflies","IGSH","sigmaLambda",2.57020311590031,1.86373869974411,0.199687966101027,7.05450954508749
"Hoverflies","IGCO","sigmaLambda",2.46937254471874,1.79202075547825,0.194959435983311,6.80403649576037
"Solitary bees","IDMSH","sigmaLambda",2.55936315535242,1.83824859823081,0.200286889880056,7.04491528834159
"Solitary bees","SOM","sigmaLambda",2.59200532119644,1.87231950916305,0.210631748777441,7.11948479951934
"Solitary bees","IDMCO","sigmaLambda",2.51147942566303,1.82409766026432,0.201987674617232,6.97346319224483
"Solitary bees","IGSH","sigmaLambda",2.5864668075264,1.85848773200325,0.196955505934723,6.99582129462387
"Solitary bees","IGCO","sigmaLambda",2.50988962259091,1.81418025736822,0.205133672691797,6.89783855036203
"Bumblebees","IDMSH","sigmaLatitude",0.698820498097385,0.21095803106302,0.357857120782589,1.17642549100793
"Bumblebees","SOM","sigmaLatitude",2.10371485528581,0.9000297339994,0.75003246399965,4.18644900333489
"Bumblebees","IDMCO","sigmaLatitude",0.75492013198279,0.242411376128316,0.37579840918008,1.31821080795997
"Bumblebees","IGSH","sigmaLatitude",0.207255542414927,0.0963766948494171,0.103121293328707,0.454478662924657
"Bumblebees","IGCO","sigmaLatitude",0.335658916841027,0.194096674901581,0.107714480987726,0.811182849913369
"Hoverflies","IDMSH","sigmaLatitude",0.392409674709662,0.0805697030250453,0.249418595854091,0.565705031267714
"Hoverflies","SOM","sigmaLatitude",0.502237872756403,0.114213331171513,0.302734432039875,0.750368039737462
"Hoverflies","IDMCO","sigmaLatitude",0.434267702853093,0.0891920073540108,0.275048896382513,0.632817498888826
"Hoverflies","IGSH","sigmaLatitude",0.157284539707914,0.0477116116623422,0.101641684662313,0.279143698036987
"Hoverflies","IGCO","sigmaLatitude",0.282605594335508,0.129807941620612,0.107511711807125,0.582196556802072
"Solitary bees","IDMSH","sigmaLatitude",1.23716712382911,0.244290801203942,0.810786647594319,1.76384738309259
"Solitary bees","SOM","sigmaLatitude",1.42378647079175,0.300131067676914,0.930975412118854,2.12360970100941
"Solitary bees","IDMCO","sigmaLatitude",1.06421994469551,0.186627806153839,0.733267246390778,1.45817775827547
"Solitary bees","IGSH","sigmaLatitude",0.351409762447993,0.218951947869777,0.107418027890318,0.907505155254706
"Solitary bees","IGCO","sigmaLatitude",0.549778026224553,0.309162599270354,0.116732518162273,1.26375263741259
"Bumblebees","IDMSH","sigmaSites",0.677012487376342,0.196932447764659,0.310332758562028,1.08071200376669
"Bumblebees","SOM","sigmaSites",1.15122714899219,0.70759481657504,0.17010723402632,2.80262019962609
"Bumblebees","IDMCO","sigmaSites",0.499485120074302,0.180023973686485,0.160466760859689,0.861982494325953
"Bumblebees","IGSH","sigmaSites",0.20290241423614,0.0889248657412651,0.103271802876203,0.43254775892704
"Bumblebees","IGCO","sigmaSites",0.295255603052993,0.138031098708051,0.109207813170689,0.615760384168778
"Hoverflies","IDMSH","sigmaSites",0.645549777894462,0.0896484637432742,0.486588864736925,0.835373283889738
"Hoverflies","SOM","sigmaSites",0.648312729748384,0.0995897344165698,0.470494439450662,0.860012574528771
"Hoverflies","IDMCO","sigmaSites",0.608707485222479,0.0843075202302554,0.45690037598054,0.792302768246239
"Hoverflies","IGSH","sigmaSites",0.168065659867467,0.0582848176589304,0.101964610771934,0.31417130977381
"Hoverflies","IGCO","sigmaSites",0.510005040333548,0.157419062348173,0.181761001901528,0.81560992880481
"Solitary bees","IDMSH","sigmaSites",1.03625132065012,0.216713483880716,0.659800232715522,1.50953479999842
"Solitary bees","SOM","sigmaSites",1.04410323973618,0.196543058343834,0.694345383699324,1.47038796032864
"Solitary bees","IDMCO","sigmaSites",0.728061775983186,0.191821978741266,0.373056640165213,1.11481124522027
"Solitary bees","IGSH","sigmaSites",0.326135776165248,0.191613975631438,0.106684275548941,0.814294743966327
"Solitary bees","IGCO","sigmaSites",0.883996873521417,0.394208456370166,0.196050973639124,1.74260315807225
"Bumblebees","IDMSH","sigmaSpecies",1.21315073637857,0.289561531285603,0.760973023948079,1.88220743461341
"Bumblebees","SOM","sigmaSpecies",3.00246718656761,1.10337060463864,1.31728803976248,5.50807496051166
"Bumblebees","IDMCO","sigmaSpecies",1.67714545163394,0.608645676827824,0.858865716719101,3.19073348499737
"Bumblebees","IGSH","sigmaSpecies",0.227860857049802,0.117537196323552,0.103343932156358,0.532158790901643
"Bumblebees","IGCO","sigmaSpecies",1.92888221540961,1.46585554213194,0.209151434695298,5.69072082922083
"Hoverflies","IDMSH","sigmaSpecies",0.881131887695173,0.141750418997672,0.624327075275549,1.17473576120332
"Hoverflies","SOM","sigmaSpecies",0.781229342205147,0.150496900483301,0.527626125589645,1.11419041222917
"Hoverflies","IDMCO","sigmaSpecies",0.750039399419351,0.151109618938616,0.502944011328068,1.09092220229306
"Hoverflies","IGSH","sigmaSpecies",0.158467342162297,0.0534618711467412,0.101686528348715,0.300406121987851
"Hoverflies","IGCO","sigmaSpecies",1.02548262365014,0.812999624428348,0.124481864273489,3.22891450400357
"Solitary bees","IDMSH","sigmaSpecies",1.12993157090344,0.170118109916044,0.833173744397011,1.49269651217568
"Solitary bees","SOM","sigmaSpecies",1.22204593793323,0.203110592677605,0.87631546653902,1.66582841174269
"Solitary bees","IDMCO","sigmaSpecies",1.11203824490043,0.162458627433873,0.822566712725721,1.45983114572374
"Solitary bees","IGSH","sigmaSpecies",0.335087157370271,0.185961978446611,0.109125302045909,0.805162718588139
"Solitary bees","IGCO","sigmaSpecies",2.0369443615025,1.50163697087809,0.161686785272218,5.6733287827743
