"muLatitude","muSpecies","muVisits","sigmaAlphaSites","sigmaAlphaSpecies","sigmaLambda","sigmaLatitude","sigmaSpecies","model","truth"
-0.474728634122306,1.17478118863975,-0.525822067102,0.497409847078072,0.796535118271423,5.03145961394026,0.500114289549327,0.131244675138738,"IDMSH","shared"
-0.353666860663603,1.23134201246505,-0.515275100148412,0.447669851494646,0.743082648096571,4.97759385442368,0.529384581962653,0.149245678143998,"IDMSH","shared"
-0.41987852347157,1.18835869094152,-0.479102374258628,0.475205863015824,0.806026431366233,4.98410738473751,0.397613387819772,0.154160585865133,"IDMSH","shared"
-0.378326569449761,1.22362361189786,-0.531980072862434,0.495279517661598,0.778913519154866,4.98854210131437,0.377976930506834,0.1945042953521,"IDMSH","shared"
-0.427363871200559,1.21836990890141,-0.584519419029059,0.5094068581685,0.803855665398401,4.98354567864826,0.397244994190206,0.175240335314768,"IDMSH","shared"
-0.382948450661148,1.15822909111084,-0.622362959551047,0.514472793392964,0.766355897708392,4.99644712186003,0.376726121997833,0.163589697014794,"IDMSH","shared"
-0.43052105548213,1.20829759661568,-0.512326762815783,0.457054117702421,0.799020038978002,5.00181710462121,0.376835972763296,0.122227329419968,"IDMSH","shared"
-0.363176393692754,1.16881438749482,-0.556076515624892,0.508180553513518,0.806885359268869,5.02921062184045,0.357641381363643,0.133528603421234,"IDMSH","shared"
-0.377990413830974,1.09498825078319,-0.482835336124436,0.500485520814995,0.794818341031735,5.00818498992229,0.35370505607399,0.11977183893626,"IDMSH","shared"
-0.452313757839702,1.2208203283995,-0.50431331162021,0.4994447830826,0.808625134871072,5.0218030386444,0.391655513281319,0.144953775772312,"IDMSH","shared"
-0.409605805195849,1.20973818567409,-0.538086436791699,0.45050593079991,0.749079543788771,4.98427466750413,0.470977076196675,0.0869914789234826,"IDMSH","shared"
-0.350915585545731,1.20621833771321,-0.538618400991362,0.46083982573545,0.74325672309593,4.99452176158027,0.39716078161862,0.153054125750895,"IDMSH","shared"
-0.382122277188389,1.25751687452018,-0.582918730722013,0.461125897728847,0.829986179108793,5.03308059336941,0.370085804811701,0.157266269188956,"IDMSH","shared"
-0.42696037460618,1.17440310656277,-0.427197337304089,0.47519690783161,0.81971395190786,4.94945288451941,0.388775459085523,0.185887649442612,"IDMSH","shared"
-0.430513169207691,1.30348252284802,-0.584968974696584,0.505227241730112,0.839688998308508,4.98418782066807,0.434083370417558,0.255610354979874,"IDMSH","shared"
-0.37805238686009,1.22425623214984,-0.524679566620024,0.444987807646076,0.85279565431025,5.00789725600683,0.453249260065448,0.211314967359891,"IDMSH","shared"
-0.443546373274135,1.21430711979264,-0.529810864337676,0.446170641130749,0.775428577263232,5.03795254731788,0.404310650811597,0.196427782286453,"IDMSH","shared"
-0.374693978726695,1.30609289153182,-0.498350502987156,0.504970325442551,0.836558369499591,5.0403470418158,0.442945422848081,0.134809114184259,"IDMSH","shared"
-0.397774138876188,1.2450318121672,-0.522089961760781,0.477993564970933,0.812915550798561,5.04628505483969,0.447472319187433,0.133435189297981,"IDMSH","shared"
-0.305353312433499,1.22242297957747,-0.568398973541418,0.467633151257882,0.806383472084965,5.02854058827471,0.438127545304896,0.118048903338932,"IDMSH","shared"
-0.398277350509556,1.23630451664942,-0.549762409321237,0.502033913587636,0.812304495889114,5.00630589895217,0.406663003377073,0.119039965160674,"IDMSH","shared"
-0.398486202550336,1.23321767706299,-0.533257483597198,0.514537084018157,0.830755739165109,4.98069716479748,0.309979688507729,0.111855801110733,"IDMSH","shared"
-0.376295991776689,1.18163561286775,-0.556915097215662,0.476042171288411,0.80396671724525,5.00246697871256,0.34055186484187,0.153378596637336,"IDMSH","shared"
-0.346331118848104,1.19959855630037,-0.482280229612761,0.482438376666356,0.766499796581133,5.00689487934429,0.415980927487581,0.144171453220754,"IDMSH","shared"
-0.440596412745785,1.17100999028775,-0.540927931758554,0.464976839224494,0.779326306731701,5.01970845761495,0.432678127715044,0.223504818916545,"IDMSH","shared"
-0.410370744701398,1.25953931195458,-0.597025042243319,0.486739681556727,0.815905865906558,5.04729409185667,0.361507077508627,0.152115274599875,"IDMSH","shared"
-0.38894774644811,1.2469115109107,-0.516688880860684,0.499508555001278,0.791827707074792,4.99482745364562,0.306865716583265,0.108306106069578,"IDMSH","shared"
-0.39103246145009,1.18745529607829,-0.554693552304145,0.48930016932707,0.773177646731297,4.98457162758571,0.374320580004464,0.250860491186669,"IDMSH","shared"
-0.384254648135769,1.26731667314288,-0.522235286524634,0.49143430961921,0.79641596305489,4.95749807999287,0.451178395700911,0.1029514116686,"IDMSH","shared"
-0.33801778351546,1.21280357658399,-0.567882950553768,0.493829810771879,0.798961876582361,4.99502059194869,0.439607271391582,0.22959970714047,"IDMSH","shared"
-0.488255799602251,1.19777250355439,-0.522250207600931,0.449903817386546,0.805877005047146,5.00160439265724,0.50933490245564,0.178559282227919,"IDMSH","shared"
-0.417424940228531,1.21627528028457,-0.638073469977686,0.483113309095514,0.826449550633056,5.08488964666866,0.372302496388486,0.143653437367693,"IDMSH","shared"
-0.394133422221924,1.14725284378533,-0.5440796156347,0.475087911452349,0.834190082115976,5.01457815758163,0.465122875684904,0.145860824963949,"IDMSH","shared"
-0.399916135001413,1.28476181805317,-0.470895853365937,0.492646404796528,0.820107403039284,5.02580632605643,0.491634958174059,0.14421199092444,"IDMSH","shared"
-0.371381472992927,1.17146288501951,-0.506638905788436,0.471259295074356,0.783034925596242,5.0245606520997,0.420280344630737,0.233374173775545,"IDMSH","shared"
-0.412703681119053,1.25374524934053,-0.576016885889711,0.497330024139522,0.746018645485148,4.98777991125575,0.393807236711449,0.204833006711911,"IDMSH","covariate"
-0.373231782536711,1.28637267855088,-0.600485357871721,0.479636601993708,0.771281645568965,5.01532830986801,0.377497765169624,0.107750943851934,"IDMSH","covariate"
-0.386223026594395,1.20768097835148,-0.545083194838693,0.466029393364437,0.798336494990141,5.02064104030725,0.340736368577546,0.200977404886898,"IDMSH","covariate"
-0.394418871375962,1.25797346027169,-0.530940655069177,0.487887456239493,0.786709376788852,5.0491085930636,0.359120840750236,0.128722737145375,"IDMSH","covariate"
-0.411625744885974,1.23749002673541,-0.563608351040835,0.464469187939336,0.797541393487493,5.01721418881803,0.408822364607572,0.157171962483149,"IDMSH","covariate"
-0.397563431585986,1.32180163670761,-0.521086982323383,0.484505261057527,0.799093810787789,5.00280612146741,0.425237830469422,0.119497236360287,"IDMSH","covariate"
-0.336809626220853,1.23952394220125,-0.580982597750489,0.464480647412613,0.797978581682628,5.03428718934541,0.321114161916334,0.168581614422645,"IDMSH","covariate"
-0.415292497024393,1.29260205501281,-0.599876332276171,0.443520414864972,0.804707361709374,4.99897261180066,0.453681663346739,0.184769019345085,"IDMSH","covariate"
-0.392866732878421,1.29083661293758,-0.562271276190624,0.518613101724384,0.767605241547983,5.0208591265786,0.462338704078984,0.206341453434449,"IDMSH","covariate"
-0.396288934934025,1.22238878720588,-0.531336950600955,0.490932819517796,0.813131668235969,5.03295312202935,0.534539138130226,0.224162835718575,"IDMSH","covariate"
-0.387270741712115,1.29306291778571,-0.557694704983372,0.517011996029179,0.803231304101314,5.01588528525579,0.454205391274341,0.164288435628613,"IDMSH","covariate"
-0.353075235258624,1.28562031684288,-0.51558539312541,0.48647366396257,0.768131244989286,5.01561507450323,0.459995556959628,0.280874639124273,"IDMSH","covariate"
-0.331958269280817,1.26352484322654,-0.604501603598768,0.508324719456793,0.786779238742362,4.95498508653198,0.384896797172699,0.135560436317957,"IDMSH","covariate"
-0.383761037725866,1.26517706138706,-0.556600855510223,0.462712305744528,0.833396500232982,5.01931318689235,0.403683231638421,0.195890226212743,"IDMSH","covariate"
-0.513298177373184,1.23429415568214,-0.513216273215702,0.441823092757223,0.782636749921621,5.04046512755014,0.465659609703315,0.134154636042803,"IDMSH","covariate"
-0.423759119006099,1.30706278906603,-0.521539211889735,0.464046888679665,0.783185382935206,5.00757072151164,0.549156776047914,0.129661249829991,"IDMSH","covariate"
-0.409559210235874,1.25487798462577,-0.503079672371427,0.496725309826063,0.832114749921207,4.97470647808746,0.450672443351573,0.142198394473118,"IDMSH","covariate"
-0.367547108321621,1.30385694505049,-0.563627964785778,0.500874226955609,0.81004743075114,5.04680317629504,0.442859797132599,0.149621421406167,"IDMSH","covariate"
-0.410669525077105,1.28379265623596,-0.533742122532767,0.516430102685721,0.783777256652554,4.97809603943774,0.41665153759569,0.177575420885011,"IDMSH","covariate"
-0.424119779245667,1.20213721364792,-0.585021269640745,0.524476966583162,0.776304872854868,5.02004475286124,0.34010651765999,0.127251827074496,"IDMSH","covariate"
-0.378587945512411,1.37025092629842,-0.522640951468781,0.485239335148757,0.792822590262477,5.00747080002223,0.389806438835539,0.0907131204314901,"IDMSH","covariate"
-0.433082228086718,1.22563318072278,-0.552458525866016,0.48606833819792,0.780033552416149,5.06300133858077,0.396234505719135,0.140865978845684,"IDMSH","covariate"
-0.414289947521878,1.16604114097821,-0.509493043101488,0.496414812482128,0.788938306725404,5.023262330866,0.387802726857858,0.122520970340843,"IDMSH","covariate"
-0.48306825878402,1.1619537593755,-0.481761613601229,0.453655661470158,0.818734142025934,5.01600904385521,0.355050332929991,0.119683732035319,"IDMSH","covariate"
-0.344223289611478,1.21815698050669,-0.57499540470611,0.480467095192519,0.776952633046919,5.00155684587912,0.52215227340372,0.127702089407729,"IDMSH","covariate"
-0.444439268362672,1.29809913945169,-0.475802073751294,0.471421976748862,0.766661827023877,5.01327169199541,0.466990278687461,0.199194776369101,"IDMSH","covariate"
-0.390972719982034,1.28223706788684,-0.558857349454083,0.467687642070005,0.777070656418124,4.99923282247584,0.460964727662811,0.285833962688808,"IDMSH","covariate"
-0.482625729871509,1.33548742436221,-0.508890140839408,0.470401440686266,0.81554735975591,5.04158899077612,0.379765880331179,0.150189344196926,"IDMSH","covariate"
-0.428520630896714,1.29325902987034,-0.545811390374999,0.49249108954112,0.804194964687635,5.05639960484658,0.409444165277844,0.159856440827602,"IDMSH","covariate"
-0.41173554498321,1.24756208194661,-0.552951933617844,0.448090033248936,0.789895970491005,5.01101200664436,0.453800892834014,0.297148708135108,"IDMSH","covariate"
-0.432135401360861,1.22698257343054,-0.574619888653555,0.487371314716961,0.770466096895887,4.94377352362753,0.493923205369237,0.117637099049812,"IDMSH","covariate"
-0.385481352971521,1.32258737798861,-0.509458743037028,0.485617194286506,0.823793336553682,5.01180017816265,0.391890473040127,0.15136917419183,"IDMSH","covariate"
-0.504282088188254,1.21067958223163,-0.606757434326872,0.435101368528841,0.83428637237512,4.99037769732926,0.450890542406902,0.220241856635738,"IDMSH","covariate"
-0.395749399888501,1.19685363004547,-0.536238684108793,0.465464071605415,0.820056771610484,5.05683561606777,0.425288307376624,0.19839970837679,"IDMSH","covariate"
-0.41110486556143,1.2046478700113,-0.59111417542343,0.498058021257652,0.800992356465574,4.97326348098267,0.373394536220716,0.149347791639712,"IDMSH","covariate"
-0.412849741050553,1.19289725031847,-0.537627068976973,0.478290996335458,0.804005309194461,5.00045566128706,0.349411117797884,0.114155597895658,"IDMSH","covariate"
-0.4415288991081,1.22935155791903,-0.566746156774421,0.46593365899058,0.82502864236277,4.95552222856204,0.411662041624848,0.106583501225239,"IDMSH","covariate"
-0.428717581306202,1.23476236809825,-0.610324258225358,0.468367274236397,0.761193464462269,5.01762972529206,0.444228422302782,0.136255250946349,"IDMSH","covariate"
-0.488718953041037,1.25993382192003,-0.603670048686937,0.476494279744249,0.822281651123556,5.0101547377134,0.469311174419189,0.151566190777199,"IDMSH","covariate"
-0.43924528181809,1.26198406619416,-0.556826656321909,0.500962730228835,0.827840907516135,5.03054020622288,0.402779251879274,0.111535788221398,"IDMSH","covariate"
-0.333903760902373,1.20602921468901,-0.554139724363054,0.522953732328775,0.799844866470063,5.00260172318795,0.338041850627822,0.12274506933265,"IDMSH","covariate"
-0.464190221801351,1.23831955749575,-0.517814468152161,0.480341973552202,0.810556747386781,5.06269566417831,0.479305224674579,0.158311752969727,"IDMSH","covariate"
-0.452227821573444,1.180061669038,-0.473383982779877,0.467844361928323,0.853836595552871,4.99839076275786,0.413582536193606,0.12567643829206,"IDMSH","covariate"
-0.398230649612953,1.30019933790657,-0.645247855863711,0.497055657292073,0.812384346828602,5.00018146576917,0.381334167294109,0.226578148256188,"IDMSH","covariate"
-0.392315026743507,1.24498706131492,-0.472610049592788,0.474056230892667,0.827902822924224,5.01916451988663,0.315838925693415,0.122050057287131,"IDMSH","covariate"
-0.454852828205568,1.2625072496471,-0.4794710292262,0.493995291729639,0.808869958222885,5.00818235147749,0.477583499739123,0.163922189464675,"IDMSH","covariate"
-0.445483754276879,1.15378795200139,-0.55806458473716,0.513102505358655,0.826519471091844,5.04627286264092,0.415572352730947,0.189106199073813,"IDMSH","covariate"
-0.429159335643287,1.2100894537843,-0.456337136854389,0.470051617035869,0.826694584817216,4.98491862983558,0.404822767755985,0.0989886020028665,"IDMSH","covariate"
-0.385506000636582,1.23550422278733,-0.586576226442702,0.489424933706194,0.789580679578973,4.9982791129614,0.398410013175894,0.115571804493849,"IDMSH","covariate"
-0.486239632829928,1.24125666227707,-0.533217351836841,0.466864571146691,0.807882174525825,5.00067960817373,0.378731123814319,0.143721173863914,"IDMSH","covariate"
-0.800481301764093,3.35504669877579,-0.587795994860742,0.491350933065805,0.775811415190361,2.22115839078952,1.03989764742872,1.40244043537274,"IDMCO","shared"
-0.769837606843684,2.90736900111737,-0.525870280503317,0.478100256427946,0.791494335181438,1.88942064583076,1.04783469507217,1.04606608126788,"IDMCO","shared"
-0.727889449477348,2.66795443891231,-0.562634760210035,0.477525542235144,0.796317961941509,2.21116186254862,1.07927541428809,0.823023881254108,"IDMCO","shared"
-0.752645937210131,3.39397273858249,-0.618133967017966,0.48529480910977,0.800229826054978,2.71211526423704,1.09872654013966,1.14585212166842,"IDMCO","shared"
-0.79318172752377,2.80117836583135,-0.496844347955179,0.457462784756734,0.792285464704573,2.3747404147071,1.03429159863439,0.794671857815115,"IDMCO","shared"
-0.880406559599377,3.23343988202067,-0.536193344322983,0.462300603764075,0.796074098198578,2.34499603236426,1.06894482080078,1.09727603223451,"IDMCO","shared"
-0.802659785712686,2.94926634467135,-0.525779294758128,0.483819163260673,0.815224161279259,2.4719028393306,1.11415573223613,0.852842997561155,"IDMCO","shared"
-0.995407850030635,4.41288192627276,-0.536008140207445,0.452754083475277,0.796987516517541,2.83465262490562,1.46370247992767,1.63589858545771,"IDMCO","shared"
-0.864581605691186,3.13778878720947,-0.495546416782188,0.516681970011118,0.768100436426793,2.15473432098502,1.01297683864852,1.25027302659637,"IDMCO","shared"
-0.694021687542203,3.18945622069107,-0.579083463288369,0.452911340433418,0.817177457534386,2.37366719555854,1.13464760815399,1.07161727426942,"IDMCO","shared"
-0.787861057510864,3.10072776897005,-0.534071197929503,0.4910533447964,0.78606969632888,2.70429551701041,1.08393516048266,0.908932524434385,"IDMCO","shared"
-0.801169002292379,3.45808336537119,-0.529391625511737,0.448018986822711,0.77789247428084,2.73723526925513,1.22361358681185,1.8715223046983,"IDMCO","shared"
-0.788847435403747,3.25584998843862,-0.551875623754754,0.465981662801503,0.812047730549271,2.62769588555256,1.15375995523158,0.712172414086218,"IDMCO","shared"
-0.735570856064022,3.25297918630021,-0.533594646503341,0.450870162340588,0.801512473145856,2.56951151024502,1.22227260815613,1.04844975498704,"IDMCO","shared"
-0.782107262155168,2.91360593012761,-0.580306857574125,0.497648864518281,0.806611136326407,2.30631162520468,1.1951873422391,1.13392118331432,"IDMCO","shared"
-0.745920899556267,3.0990903451447,-0.56244732347515,0.448856272212482,0.748476281164117,2.78314893131806,1.33227783219641,0.64807506288006,"IDMCO","shared"
-0.892977880870626,3.40358525012077,-0.575687696235399,0.478083067170537,0.804556937321701,2.85380498282781,1.19347775603175,1.30834753106577,"IDMCO","shared"
-0.750921272191017,3.72485701818824,-0.535302076156771,0.497103180673105,0.791991802673024,2.99578125328868,1.25816327832641,1.55020580990544,"IDMCO","shared"
-0.870536863688872,3.21595629526488,-0.498719544466293,0.511157327963994,0.785454967084044,2.25324197810514,1.06853927113311,1.29394843092688,"IDMCO","shared"
-0.797770447185284,3.59086423977598,-0.666026175919785,0.514280705025943,0.784365303470022,3.03080446439398,1.16686474343101,1.05462140826244,"IDMCO","shared"
-0.766632324730811,2.9987727078893,-0.599310414364264,0.459102675292816,0.805093947769652,2.13484186625284,1.00506465107965,0.577358236995739,"IDMCO","shared"
-0.735358986002566,3.18557803913424,-0.554112284851479,0.506711568031333,0.816453168776481,2.49779931069481,1.20414251365671,1.12826649016438,"IDMCO","shared"
-0.731759154225728,2.98668038197278,-0.48446653354425,0.501548476753985,0.792728850380361,2.43605954434093,1.03979886700939,0.841631372804782,"IDMCO","shared"
-0.773891791366392,2.92415485333732,-0.496663251603117,0.502926169898851,0.814003814789026,2.40245863500795,1.05719752502728,0.628456788100111,"IDMCO","shared"
-0.766321083288955,2.92383784643651,-0.542582785484367,0.452561659830839,0.768508287833057,2.34371769499276,1.25274499370176,0.697082545041724,"IDMCO","shared"
-0.890759181474739,3.65827354933148,-0.440465228659408,0.461234347595037,0.756434312179252,3.17906226105026,1.33217036384972,0.914919024593916,"IDMCO","shared"
-0.827059659554131,3.38505632935313,-0.508891999888753,0.460870395748076,0.832843662727687,2.36053684046724,1.187189410278,1.08727923540957,"IDMCO","shared"
-0.810998343715863,3.03590883793385,-0.524709883372321,0.476359467939848,0.794203869003474,2.7212504972208,1.16019601102405,1.05452778385441,"IDMCO","shared"
-0.871362860615528,3.71409732500377,-0.576097626368644,0.506420007704625,0.849642377989676,3.01682885322812,1.29471848689141,1.06967289027996,"IDMCO","shared"
-0.755640188573858,3.49025155481823,-0.525525227178729,0.449089067471511,0.836263100150267,2.81445886717001,1.23661547163804,1.59563561025572,"IDMCO","shared"
-0.76255534620393,3.17585060245523,-0.525103975790829,0.447216684548412,0.77823451129156,2.6268640122774,1.11017383800012,1.04723516595196,"IDMCO","shared"
-0.906528915593237,4.04478636055538,-0.430891136869555,0.506298725829722,0.86136867080423,2.93256036535434,1.23021800939091,1.74379946792371,"IDMCO","shared"
-0.805516565950455,3.2470271663653,-0.56083584915591,0.479946325200346,0.821218150364192,2.66074464923218,1.26101686839609,0.978046313438902,"IDMCO","shared"
-0.707540734256435,2.88260752546423,-0.525536488374889,0.471587481960193,0.801039772290978,2.42056089087787,1.23087064497358,0.716579419201369,"IDMCO","shared"
-0.709895406517655,2.85926586699366,-0.544927356098973,0.503891909025796,0.803601820955098,2.03269274785989,1.01123896673188,0.693577453699514,"IDMCO","shared"
-0.917593155611003,4.6499116863948,-0.524827790666089,0.519345011752505,0.828511652636578,3.38562642889668,1.35320008401171,3.10919231741339,"IDMCO","shared"
-0.787817282833821,3.25558807636143,-0.593008224728803,0.475688056000584,0.809851629930212,2.29132652527508,0.935440750800169,1.37774444193151,"IDMCO","shared"
-0.752927314130662,3.22907046890807,-0.604961017477725,0.482586569663888,0.757945842016693,2.54429038691394,1.16191336371901,1.0428851962223,"IDMCO","shared"
-0.960215049757849,4.15321010895717,-0.556096952557229,0.470246193406554,0.786409290507552,3.09096891398752,1.36602500763359,2.35285863150045,"IDMCO","shared"
-0.802153564954441,3.83371715319936,-0.538736446639918,0.491769338047947,0.814968153613217,2.58710348128953,1.13779608607075,1.82016175352115,"IDMCO","shared"
-0.836222741586284,3.46161729331613,-0.543517301742781,0.500286048495581,0.796866395503666,2.90560630362358,1.13990594847103,0.730110220438441,"IDMCO","shared"
-0.731664265481653,2.96590487011917,-0.617331435772867,0.491550639870022,0.787191181794753,2.07770969729581,1.05331613916722,1.19879895465416,"IDMCO","shared"
-1.15751202654048,6.8711790334901,-0.507328596405276,0.494256793175699,0.797170384563111,4.87607888790173,2.11810012858857,5.42434634604785,"IDMCO","shared"
-0.805392889277713,3.79194595430522,-0.556615355886507,0.4964537744206,0.794909116871641,2.82633352396707,1.22534279961322,1.68703986914575,"IDMCO","shared"
-0.930307961833996,3.00962858597955,-0.482813416957252,0.453423748001493,0.809345634882654,2.52371918433056,1.13362884333572,1.23736930844576,"IDMCO","shared"
-0.990679256419937,3.86392396658004,-0.611451315194488,0.48741469506006,0.823459828694419,3.20380644831031,1.11197558587584,1.46090439639456,"IDMCO","shared"
-0.737976782590537,2.8572729865535,-0.457021846197255,0.486741092844577,0.862922443351341,2.36668259706965,1.14344191305729,0.942606584251067,"IDMCO","shared"
-0.912687295643869,3.78857012608031,-0.528503368923592,0.490545837790848,0.813015909201324,2.83636273455555,1.20160902513793,1.51622037790399,"IDMCO","shared"
-0.698762126935921,3.0225970441039,-0.537743482197424,0.471907945037194,0.780111238472243,2.07470485024103,0.987630407002889,1.1689665227726,"IDMCO","shared"
-0.76811642841193,3.12949439604853,-0.589990289772561,0.500489942584474,0.750459128187643,2.32065986720145,1.02902771457733,0.97979203274131,"IDMCO","covariate"
-0.792130050123316,3.34071314079767,-0.548237902101687,0.479699540397726,0.766272961412392,2.36699009588761,1.1759141444229,0.965746654017551,"IDMCO","covariate"
-0.696517690354533,2.86805544172345,-0.58842537695425,0.468144836549935,0.798473814989335,2.05889163647975,1.05414213593955,1.06215419113403,"IDMCO","covariate"
-0.812243334033017,4.67613116776398,-0.58047643815834,0.488054530720997,0.800260902204774,2.14383498963831,1.11868967335416,4.35803931664894,"IDMCO","covariate"
-0.790679977601569,2.97743335063213,-0.511014851783245,0.469543313681673,0.797040072376897,2.02978536210115,1.07532986852153,1.04673915720582,"IDMCO","covariate"
-0.880944871586275,4.53178984041821,-0.591448318227471,0.483682821334232,0.803595675061421,2.51142887373407,1.15025301533216,3.80805011677074,"IDMCO","covariate"
-0.718346708937243,2.90207152880295,-0.511063473850609,0.466514737046693,0.804944271636845,2.02586681052671,0.977866466472703,0.827330064557237,"IDMCO","covariate"
-0.784644184973186,3.77261863253531,-0.533028273970602,0.45156642219019,0.799356033478693,2.59808520767879,1.31059481988932,1.95963653741178,"IDMCO","covariate"
-0.745211691127605,3.05790094008929,-0.516699926296578,0.520506794490693,0.769302806217653,2.19557194556407,1.05477959377989,1.08779289807477,"IDMCO","covariate"
-0.812983448898908,3.75970855042708,-0.549457395341585,0.493151286695748,0.809880854077193,2.82850048928293,1.35703617621225,1.94900368438695,"IDMCO","covariate"
-0.785058548951645,3.57628168154902,-0.421914425676918,0.517115820960394,0.812597370367403,2.75749984781431,1.20484522291311,1.15815251298213,"IDMCO","covariate"
-0.625874051242683,3.02444471718662,-0.422862658398055,0.486334862579545,0.779111109226287,1.94318400815982,1.12002758446083,1.15310332524153,"IDMCO","covariate"
-0.704838983471256,3.58753896926786,-0.552661286161064,0.509834223145267,0.79158674157731,1.98511456188804,1.17246900295172,1.30165006150017,"IDMCO","covariate"
-0.683910259873318,2.99128114341543,-0.504015721729351,0.467915710705721,0.826189897203542,2.10986868803757,1.03896437070227,1.00149071651777,"IDMCO","covariate"
-0.879287102110373,2.79729998777071,-0.459095653884581,0.442427462349045,0.78674672147957,2.15309120019375,1.0634663152587,0.754296457461478,"IDMCO","covariate"
-0.802216812574656,3.33169379132581,-0.534120018848033,0.465450976743998,0.771719539513762,2.36035658258276,1.31500079028161,1.12319054732598,"IDMCO","covariate"
-0.796650294374845,3.22238645688161,-0.559260455251262,0.495692070577281,0.845769575353386,2.4050611436288,1.23126620007389,0.880781488500189,"IDMCO","covariate"
-0.702232118259956,3.04069603534441,-0.559693721536411,0.500334069989843,0.807641399575349,1.98026756877622,1.17054000019346,0.984905967574907,"IDMCO","covariate"
-0.847353419565298,3.40850377453865,-0.536185288279634,0.521954797299962,0.782182506836201,2.1136535217029,1.15744231551546,1.29042992121495,"IDMCO","covariate"
-0.738061409953083,3.01439297694948,-0.636267632602716,0.526034785259407,0.775363063688564,2.18738785713314,1.01807474518054,0.772678240526199,"IDMCO","covariate"
-0.710625876237651,3.35073190578876,-0.614696977526976,0.487108214701208,0.799831688298909,2.00689928288766,1.0519444942586,0.549627936979463,"IDMCO","covariate"
-0.805940637975999,3.08803429352983,-0.508901329201359,0.488217149309184,0.780314859877938,2.34529969740176,1.16960678151581,0.853805705248074,"IDMCO","covariate"
-0.830595872608834,3.39283416928359,-0.602681388262376,0.49780187293807,0.798005908066238,2.81320771103534,1.25856009526074,0.930349379155533,"IDMCO","covariate"
-0.801556989695636,2.82423010944821,-0.557142618683368,0.452784081611415,0.825791003725215,2.04253384371872,1.06159266884955,0.660611638072848,"IDMCO","covariate"
-0.660156851126216,2.98851858014858,-0.484204498657344,0.480350486256773,0.787482028587745,2.28082630495446,1.29822194865517,0.621726438497669,"IDMCO","covariate"
-1.22084641341745,6.16346053513272,-0.516058961846027,0.474073244283119,0.767900429501213,3.35178853198503,1.01850273278187,5.36978553869205,"IDMCO","covariate"
-0.731488071868825,3.39202835576295,-0.597915718520923,0.465206575539475,0.780874302731724,2.20878580504768,1.16655795464365,2.05827116342086,"IDMCO","covariate"
-0.880451099844617,3.43250464278021,-0.507914432179642,0.475263718147977,0.819564100972328,2.30601550930099,1.15309548592529,1.21589041701711,"IDMCO","covariate"
-0.838488392707279,3.59033201492832,-0.525143315433159,0.495771807677916,0.801972678496814,2.15632193231209,1.10180300662338,1.64475646197293,"IDMCO","covariate"
-0.780964093240153,3.44525173244174,-0.506761710865403,0.45136917905869,0.794749144757801,2.01085122541425,1.25040941249299,1.53314941553223,"IDMCO","covariate"
