"muLatitude","muSpecies","sigmaAlphaSites","sigmaAlphaSpecies","sigmaLambda","sigmaSites","sigmaSpecies","model","truth"
-0.579733959115704,-8.67425974826071,2.56684104890739,2.57847722977932,2.58739843606286,1.44440187715353,1.88285738921622,"GCMSH","covariate"
-0.521525159980091,-8.31311154027038,2.55965079900167,2.56531442243018,2.58864293144453,1.04756467925612,2.22972524484676,"GCMSH","covariate"
-1.03617403723702,-10.1006064535863,2.56748731759208,2.57865069725436,2.56162583737089,1.30056566777025,2.18800017288451,"GCMSH","covariate"
-1.32715672866155,-9.11942453996527,2.56914121488083,2.5602914274943,2.57965769612111,0.84779738269555,2.48974493071878,"GCMSH","covariate"
-0.862209287816991,-8.29547331142269,2.57573373975226,2.5947907581914,2.56183379049147,0.773944115484205,1.92951826417667,"GCMSH","covariate"
-0.56610755677268,0.0503974745260357,2.5926427190576,2.58968395809073,2.51189205215896,1.34539789744207,2.55694531934045,"GCMCO","covariate"
-0.461314664195857,0.0130096506603089,2.5796712659716,2.57333385819269,2.50668038826317,0.984763219135925,2.57312096775866,"GCMCO","covariate"
-1.14878030069744,-0.138034797445955,2.57113562716058,2.57087029236833,2.54362520163766,1.38992405986334,2.56101156499568,"GCMCO","covariate"
-1.30566700815526,0.0405375756719268,2.56562943354217,2.57025651143397,2.55400569625194,0.875422576697225,2.58008110972335,"GCMCO","covariate"
-0.832666965913416,0.0374271679917167,2.56921036875034,2.55416014972199,2.54864394724676,0.808167364656044,2.56666837987229,"GCMCO","covariate"
-0.708645223170737,-2.38387528718774,1.09710444175658,1.00243272080691,2.57868382736748,1.09680165025704,1.28651223323682,"SOM","covariate"
-0.801515257338337,-2.3774394051661,0.87645030610774,1.00365590151455,2.58027249008604,1.03312500481522,1.1459018645516,"SOM","covariate"
-0.713890701976913,-2.22633947919825,1.04634307609279,0.845913223293139,2.56816631818585,0.975725244953911,1.17275719729439,"SOM","covariate"
-0.716136133318105,-2.48611621744178,1.0560351451263,1.00865240780551,2.57178820894536,1.10151956720941,1.25017939054476,"SOM","covariate"
-0.79398863917617,-2.27212870425155,0.987896903026407,1.08145369761507,2.57297651785379,1.09028452048376,1.08620792916761,"SOM","covariate"
-0.717448512149019,-2.41788484561037,1.09426285412602,0.991177431813207,2.55007258221462,1.11072881394631,1.27896672614052,"IDMSH","covariate"
-0.831055004084609,-2.41410190696936,0.873996711136425,1.0086022139673,2.57023159335706,1.06290187616286,1.1350009429293,"IDMSH","covariate"
-0.708841105970074,-2.24927605098354,1.04783550440597,0.836987647608859,2.57367004219937,0.993391719637104,1.1671796445221,"IDMSH","covariate"
-0.713396641109598,-2.50791564043447,1.05886984733818,1.01100843732229,2.56296694611777,1.11337735770592,1.24157200295022,"IDMSH","covariate"
-0.816964733538279,-2.28836086685673,0.991419013122893,1.08107322083669,2.56074992917623,1.10643281690779,1.07183980348646,"IDMSH","covariate"
-0.690134182106165,-2.39723878457711,1.09667951083584,1.00119677727434,2.57316137884781,1.11316916375344,1.29497008089826,"IDMCO","covariate"
-0.769021531063002,-2.35667293738925,0.87530522857734,1.00268779701615,2.50892222787429,1.048039835118,1.1118298712886,"IDMCO","covariate"
-0.710385696639112,-2.23893467318194,1.05068793649199,0.849563173788178,2.52147657060144,0.971929076099589,1.19151080593281,"IDMCO","covariate"
-0.74603672446237,-2.45210460782418,1.05740991788885,1.01759959408237,2.52191500880512,1.05060527335322,1.22629042749165,"IDMCO","covariate"
-0.805585341497544,-2.24649933545532,0.990778575057627,1.08570878941013,2.56572610383189,1.08425418895491,1.06584976631123,"IDMCO","covariate"
-0.748040798724114,-4.07161837568618,2.56881903293395,2.57003878419835,2.58833090639724,0.975737579968394,2.34568631237321,"GCMSH","shared"
-0.766712614690776,-3.5486465116092,2.57916301378725,2.57821025765714,2.56115939813135,1.02403814590161,1.95997790440828,"GCMSH","shared"
-0.776126868424814,-3.05669019740261,2.56677259325645,2.56713431489512,2.58091301366688,1.03240600182532,1.56801603110287,"GCMSH","shared"
-0.858475752201716,-3.7949431578069,2.57767737744875,2.56809220138002,2.56349665842402,1.09756061982871,2.16675502615066,"GCMSH","shared"
-0.681900278563442,-3.60322661649801,2.59021737973671,2.56485268011735,2.55469750380472,1.03548073977898,2.12180481569138,"GCMSH","shared"
-0.784739329379183,0.0132626327370268,2.57274807819837,2.564028975936,2.47308057346908,0.97137101234556,2.58397721529399,"GCMCO","shared"
-0.758979365169652,-0.00647870504883317,2.5882508941826,2.57526331097217,2.43832554942279,1.0240156678685,2.58244182384635,"GCMCO","shared"
-0.743793005981109,-0.0831903826874041,2.5713487954869,2.5845241421345,2.50069960260352,1.02604268739254,2.58883318365334,"GCMCO","shared"
-0.777386278489759,0.0408343481580692,2.59995314189715,2.57200817277092,2.44149582326503,1.09141927042931,2.56714319413451,"GCMCO","shared"
-0.749712142938559,-0.0602023859223413,2.57835191915578,2.58324034251683,2.44920542332582,1.03062579690076,2.56873890990619,"GCMCO","shared"
-0.845027609323005,-2.48122294817216,0.976671697316783,0.924914340591204,2.56736054117864,1.12118897643166,1.09217285710436,"SOM","shared"
-0.720675755663291,-2.4156898210274,0.994425840057524,1.00367940852486,2.55358035259464,1.09722417532889,1.12687538878129,"SOM","shared"
-0.583836323855251,-2.11761347956337,0.91988921455924,1.14191026452893,2.57916402435772,0.944637900237303,0.874914844904474,"SOM","shared"
-0.792695133806732,-2.25590173894641,0.970739818573374,0.987200176238741,2.56876871209835,1.05057957127829,1.15727963361027,"SOM","shared"
-0.656516584248127,-2.4629855574872,1.07433953290316,1.04159016429084,2.57992648784388,0.998335695344098,1.34528630503478,"SOM","shared"
-0.853756264587668,-2.39431116721738,0.979888204533532,0.937686481025698,2.57725020676793,0.996283424003337,1.0873279913302,"IDMSH","shared"
-0.669564093460465,-2.32557498088734,0.992145109806056,1.0053326425129,2.56741861421045,1.03368386874824,1.11270626137913,"IDMSH","shared"
-0.651761525825898,-2.18010568862184,0.921714114289215,1.1340462577957,2.58425089999719,1.0319477240268,0.895942795158288,"IDMSH","shared"
-0.784968348196589,-2.32312897404367,0.965589341359272,0.992321375327528,2.56424971035202,1.07319051774802,1.14618291476751,"IDMSH","shared"
-0.636517072870787,-2.45718914157256,1.07469295554168,1.03426032306148,2.58138186163279,1.01999106937483,1.36114895989775,"IDMSH","shared"
-0.786138689327497,-2.38678461848269,0.979032865871568,0.928425638085697,2.49756840152112,1.00169185039539,1.03591257534674,"IDMCO","shared"
-0.77109720395969,-2.35854375503124,0.99233083101531,1.0045802467912,2.56145080742351,1.03303454926355,1.08293714972729,"IDMCO","shared"
-0.719102821897465,-2.20430050517171,0.92086470778358,1.14560862059632,2.45920162590139,1.028132314393,0.902522971191584,"IDMCO","shared"
-0.784259603276317,-2.23690806885742,0.961663878909325,0.989776003236156,2.54222662241912,1.06827303699103,1.14559875783478,"IDMCO","shared"
