"muLatitude","muSpecies","sigmaAlphaSites","sigmaAlphaSpecies","sigmaLambda","sigmaSites","sigmaSpecies","model","truth"
-0.854838511511202,-8.86591678149439,2.57118401622634,2.57603947104914,2.57102000432041,0.730358004935819,2.20958954542013,"GCMSH","covariate"
-0.375310170799563,-9.19560844082246,2.58381125530772,2.56405299008718,2.57359423224751,0.624235143135588,2.67053422715577,"GCMSH","covariate"
-0.439473509892963,-9.05070979948078,2.56376582288047,2.56102115339203,2.57260736807662,1.14272896885867,2.12160429419804,"GCMSH","covariate"
-0.947113128615068,-9.61699851017245,2.56560364335782,2.56490355764859,2.56388621881446,1.05795862454783,2.49675965624341,"GCMSH","covariate"
-1.67254450057704,-9.26182240910387,2.56957203044577,2.57269042335989,2.5689135807444,1.11485804262313,2.09564396001103,"GCMSH","covariate"
-0.847348964274863,0.0479410345769022,2.58348368783396,2.57419933884242,2.53918031159054,0.6689978916961,2.55625577259139,"GCMCO","covariate"
-0.448069031817113,0.0432889585504844,2.55830292249428,2.5667599689486,2.5069171290771,0.647727349649378,2.5576891920541,"GCMCO","covariate"
-0.352190681119472,-0.00342949868255206,2.58301794699993,2.56715195641469,2.55219673220969,1.12736182620838,2.57220552074692,"GCMCO","covariate"
-0.909682160252932,0.0531875989957692,2.57404275341689,2.56877728538528,2.54265269956713,1.11676579954311,2.5781215311465,"GCMCO","covariate"
-1.58455315889545,-0.0358728513515116,2.56845679458347,2.58283784027107,2.48474722780951,1.07453511928088,2.57466587463003,"GCMCO","covariate"
-0.548806976176938,-2.28986473286189,1.08810928430816,1.03268778487456,2.57885741558315,1.05468689318237,1.03117811429663,"SOM","covariate"
-0.846013564568779,-2.40936110347979,1.03374627635359,1.09518636645152,2.56777290849759,1.0871764638543,1.14385424152723,"SOM","covariate"
-0.739351408333361,-2.30201153865677,1.01012249391624,1.08475707899804,2.56907346456732,0.988444281483413,1.05815306988994,"SOM","covariate"
-0.649668647759091,-2.4194031686035,0.99621221858098,0.897710935022379,2.56396164933222,1.08711346099678,1.19702244886547,"SOM","covariate"
-0.711412385663117,-2.45213057924999,1.02875439736331,0.934531578094141,2.57685806374134,1.00250579673098,1.19236229206655,"SOM","covariate"
-0.554335449204775,-2.30748120374997,1.08484997948237,1.02750956690649,2.55902650015185,1.07937860304849,1.02492081650988,"IDMSH","covariate"
-0.842302774698729,-2.42610197410539,1.03077318895927,1.09455745384269,2.57776153687778,1.09928755980916,1.13127277026375,"IDMSH","covariate"
-0.757168666852719,-2.34202526322859,1.01208257699804,1.0725243676783,2.57301652345874,1.00854262593973,1.04591239050573,"IDMSH","covariate"
-0.660817979582317,-2.44485196262825,0.994610683476526,0.898082039898535,2.58971087637997,1.1108624286569,1.18512703273028,"IDMSH","covariate"
-0.71264841510004,-2.49149274777969,1.03082080843799,0.916684220748577,2.58705550350627,1.02144755046515,1.18524620903512,"IDMSH","covariate"
-0.570470526817022,-2.26901958018652,1.08775474716852,1.02829507423099,2.46129787061993,1.03594130533407,1.0365226548584,"IDMCO","covariate"
-0.755691473561135,-2.3139990279382,1.03547958159817,1.09942126265335,2.4871270232148,1.05674987950798,1.08375053856165,"IDMCO","covariate"
-0.660858364541991,-2.26270612198201,1.00800058701821,1.08887949011905,2.49821034459429,0.950185813120302,1.02726729699617,"IDMCO","covariate"
-0.660308989612423,-2.41659533654247,0.999401249442875,0.893410470497359,2.45285662177049,1.09403914026379,1.19615048147174,"IDMCO","covariate"
-0.800908548161185,-2.47807108855106,1.03115342254567,0.926603727858619,2.52777805572165,0.981690669020317,1.20998074397953,"IDMCO","covariate"
-0.778239543750586,-3.58628185157046,2.55441754128461,2.569832834556,2.58740290244317,1.01486009633721,2.08308025905053,"GCMSH","shared"
-0.762309333158738,-3.9897652059086,2.56837255332169,2.57428738956736,2.57128714961443,1.09806058541211,2.19185895739451,"GCMSH","shared"
-0.753190830634017,-4.03142959383835,2.57631129507075,2.54699555981249,2.54341724380884,1.00524401306481,2.43477393533541,"GCMSH","shared"
-0.703034981770931,-3.64802312325148,2.57848860880032,2.56989257551828,2.57952155519537,1.03814533926873,2.06280971667847,"GCMSH","shared"
-0.745207938629237,-4.0319939045299,2.59498707836528,2.5622577537646,2.58753489561523,1.07471243245512,2.34378339094252,"GCMSH","shared"
-0.751665585513766,-0.044345533605001,2.57456417591447,2.56934214517753,2.50399587607267,1.00740121585527,2.59097121115326,"GCMCO","shared"
-0.695741401132196,-0.0415673754144196,2.56917516223239,2.56832826569877,2.52638465739673,1.09764663748694,2.56936085421421,"GCMCO","shared"
-0.753506227905153,-0.0727993712874205,2.56436310260104,2.582022259918,2.4791272581503,1.00764031598091,2.57645959287102,"GCMCO","shared"
-0.62447501934548,0.0237686833728553,2.57551526877686,2.57195010807809,2.43759399602841,1.03373278521777,2.57715522417959,"GCMCO","shared"
-0.738147109795727,0.00689975512478299,2.60049216253012,2.56742932784481,2.47632252922206,1.06814148454733,2.57508574774123,"GCMCO","shared"
-0.817665488778731,-2.21884229512526,0.925924060641665,1.00710988216076,2.57917729484768,1.02797436428706,1.09106962962528,"SOM","shared"
-0.691891446104833,-2.31284403421029,1.06683921166716,1.0342781396602,2.55881451091972,1.04836321434368,0.91197040081168,"SOM","shared"
-0.688165792437137,-2.23692964118334,1.01527040778956,0.957689804451803,2.58100170628214,0.933079410407752,1.20315981436052,"SOM","shared"
-0.611268580941792,-2.19596353509141,0.961607894791514,1.01232385122123,2.57622006963608,1.03312006009922,1.07695749385782,"SOM","shared"
-0.65760373619457,-2.25792112889972,1.10674836283864,1.01912573759616,2.57391953296702,0.994265189121067,1.08687955028056,"SOM","shared"
-0.796628084065912,-2.19755300963733,0.924481269352608,1.00814652734219,2.57635700698314,1.00539693669035,1.10938013651082,"IDMSH","shared"
-0.66771594459594,-2.25052872384873,1.06452131423188,1.03662720168622,2.57786943350997,1.10256257574462,0.928843848357347,"IDMSH","shared"
-0.691570355782519,-2.24610554322908,1.00675475699513,0.943127773793424,2.57412042698039,0.971199215854585,1.17623531009342,"IDMSH","shared"
-0.633049544796083,-2.18762787252204,0.960954047150977,1.01178088726143,2.55990980024048,1.0538894159324,1.09533638180443,"IDMSH","shared"
-0.712823413044984,-2.35711655303167,1.09465937892711,1.02078919372503,2.56751654315305,1.0597956749118,1.08245988258562,"IDMSH","shared"
-0.810099761037559,-2.23535693156191,0.925939250788514,1.006311040774,2.4600338341289,1.00482225566964,1.08603323334812,"IDMCO","shared"
-0.658301753596987,-2.33923686098509,1.06764654473074,1.02737691750065,2.53698252548449,1.10267717109483,0.888203724999145,"IDMCO","shared"
-0.71185579444034,-2.2295772543709,1.01166076728946,0.953953435646204,2.48048410728367,0.97160214576405,1.1642883021532,"IDMCO","shared"
-0.666478787399759,-2.19961411017195,0.957509197847179,1.01709133106671,2.4783355157697,1.05426225027166,1.07406841817906,"IDMCO","shared"
-0.762264505033819,-2.32670163967295,1.09527512154574,1.01594910111466,2.4775709539867,1.06005949629832,1.11173670156234,"IDMCO","shared"
