"muLatitude","muSpecies","sigmaAlphaSites","sigmaAlphaSpecies","sigmaLambda","sigmaSites","sigmaSpecies","model","truth"
-0.675146192678874,-2.44859457997859,1.06895309264371,0.927483562491217,2.43139322664334,1.04283730497182,1.32687084661961,"IDMCO","covariate"
-0.80512824261797,-3.20074663250231,2.57203370305259,2.57590201181768,2.55663357125391,0.993879221659594,1.74451441330852,"GCMSH","shared"
-0.771457754376777,-3.33336203827334,2.54331708549116,2.59434120400093,2.57474506129311,0.947360319250125,1.88354463829224,"GCMSH","shared"
-0.716227639961104,-3.20712059947849,2.58465142485071,2.58974760171388,2.57972335602746,1.07905054339952,1.77342879872782,"GCMSH","shared"
-0.756565753456292,-3.17547581075037,2.58442957974766,2.57450888838178,2.54739012956215,1.02371218710343,1.67580757834553,"GCMSH","shared"
-0.760863674449874,-3.66689074474659,2.5680552431112,2.58815388882787,2.56919863415132,1.04905207516627,2.07018835434592,"GCMSH","shared"
-0.776025739991392,-0.0238243076572579,2.58236131770144,2.58320248098118,2.46677051996436,0.994703275660196,2.56340130868603,"GCMCO","shared"
-0.802505712318645,-0.0843758587552184,2.58322371357508,2.58075850074985,2.4713710013302,0.949939563979748,2.56582236456917,"GCMCO","shared"
-0.705120419208342,0.0213038926629889,2.55964453129998,2.58082760886329,2.46696909418566,1.08227719412418,2.57873155861359,"GCMCO","shared"
-0.740326641803759,-0.0884933659074215,2.57184833650316,2.56252805114253,2.51454716958991,1.01799509527977,2.56678293050688,"GCMCO","shared"
-0.830413765657015,-0.0132633806493176,2.57168110997046,2.57711051659946,2.54959061571823,1.05064366340428,2.57961548904077,"GCMCO","shared"
-0.781426575079365,-2.35877056605313,1.13470681538598,0.889518884597789,2.56797792085816,1.02001473078293,1.20625598301446,"SOM","shared"
-0.658584743635272,-2.30445020433853,0.889967823499078,1.0362640451911,2.55034134648675,1.11401244062641,1.05390893713249,"SOM","shared"
-0.716206870346899,-2.32021534965922,1.02284223927919,1.01278079486241,2.56666945064915,0.95109629508765,1.01381700982427,"SOM","shared"
-0.507056395628899,-2.3007165310831,1.14508413825852,1.02198519113193,2.57141364767983,1.14548958601443,1.15869492927475,"SOM","shared"
-1.10765059185837,-2.64367224357034,0.941328877293931,0.912159006318393,2.58479004198401,1.10948207758704,1.29846833919659,"SOM","shared"
-0.789734081168087,-2.3806778669429,1.12627195398997,0.892235895981032,2.55657661494006,1.01553781810947,1.21214969569608,"IDMSH","shared"
-0.638891363854157,-2.15930894680943,0.894479165297799,1.03352981770831,2.56306645633411,0.973611796587141,1.03497278802193,"IDMSH","shared"
-0.747786958159785,-2.40019219182877,1.01513111997579,1.00475449987897,2.5570473352466,1.06432185964435,1.03582104524162,"IDMSH","shared"
-0.538780108041169,-2.26667369594775,1.14271632104194,1.02380776531976,2.55205648531009,1.05556695596466,1.11237831779405,"IDMSH","shared"
-1.04992966642369,-2.59645988771103,0.942273302572552,0.914537376584967,2.58630991665104,1.07684699217731,1.33378798393934,"IDMSH","shared"
-0.819881996923287,-2.37128413696393,1.13078231781857,0.889405810892702,2.40125131756181,1.01937384808871,1.22558634355308,"IDMCO","shared"
-0.682117837187269,-2.20992680988376,0.894180400019531,1.02606535668917,2.45527975911268,0.977577704580557,1.0271091056929,"IDMCO","shared"
-0.798894990822529,-2.40337082446265,1.01600527562346,1.00119820972396,2.46417510512695,1.06528267409888,1.02281665492273,"IDMCO","shared"
-0.642421935536733,-2.27920095193161,1.1465955786906,1.01896171535721,2.47958028613997,1.0538043553383,1.1751767923215,"IDMCO","shared"
-0.987335106306673,-2.56115638947312,0.94121502668281,0.914937190444719,2.44959571360817,1.08087208278366,1.25879197990404,"IDMCO","shared"
