"muLatitude","muSpecies","sigmaAlphaSites","sigmaAlphaSpecies","sigmaLambda","sigmaSites","sigmaSpecies","model","truth"
-1.01755724480942,-8.95655783856454,2.58570237110234,2.57565765669888,2.56473681900061,1.40070093029934,2.11651738676872,"GCMSH","covariate"
-2.5266361197414,-11.4292426156578,2.58202220470115,2.56460846388282,2.58455147202231,2.45516437078535,2.05051866669593,"GCMSH","covariate"
-1.21290096750144,-9.05235701204157,2.58405811017464,2.57009348275164,2.57853256516429,0.929668562953258,2.44072051639346,"GCMSH","covariate"
-1.00547579461556,-9.06644304834658,2.57021473287886,2.57719129195161,2.5949380271522,1.17572846331354,2.34851400960829,"GCMSH","covariate"
-1.15303679490552,-9.20636478376179,2.55202211519497,2.57025445135214,2.5723105286407,1.13027308076849,2.19962384575565,"GCMSH","covariate"
-1.00781612971724,0.0161653226863457,2.56913828529777,2.58494285671389,2.51626699730077,1.33239644501668,2.55735478497166,"GCMCO","covariate"
-2.4653039505855,0.0974556430771969,2.56894688388859,2.55606304695947,2.55009157486686,2.39913154423543,2.5708244535156,"GCMCO","covariate"
-1.18567307771893,-0.00760858872197564,2.56788425119989,2.59667135354893,2.45242860753178,0.894040595826237,2.56418895432381,"GCMCO","covariate"
-0.990027750443463,-0.0810156044435388,2.56621178578993,2.5669721990498,2.61116103996724,1.12292002793045,2.56695258260254,"GCMCO","covariate"
-1.11668855362017,-0.0668149433506869,2.56675925889153,2.58038259146308,2.49294039025212,1.30598548318013,2.58956772359311,"GCMCO","covariate"
-0.727064952303899,-2.32863956863779,1.16075239082034,0.94810252650304,2.58658044039224,0.980154486289337,1.0932890811683,"SOM","covariate"
-0.567022824374104,-2.35360269564588,1.06110428652514,0.976813638116534,2.57384452924057,1.03824769256975,1.12047172332851,"SOM","covariate"
-0.629811029112816,-2.31589707603324,0.985961089617709,1.00274757941845,2.57565911007978,1.23708220908353,0.944152475327846,"SOM","covariate"
-0.539526444375091,-2.2460221819553,1.06793762058386,0.941528277125295,2.57323930143957,1.00918284708944,1.18439571277524,"SOM","covariate"
-0.673726659982567,-2.44818861631519,1.01957707694653,1.0095229533064,2.58718697306012,1.03850605712232,1.32730885389728,"SOM","covariate"
-0.74054302247317,-2.38489911950666,1.15515095582074,0.939714547339064,2.56367288703967,1.0193233023276,1.09253681300935,"IDMSH","covariate"
-0.561867501318582,-2.36080405324862,1.05180849930501,0.978591221735126,2.57102165161163,1.04694954161311,1.10201761700516,"IDMSH","covariate"
-0.632163044383159,-2.32461210085675,0.986044050797017,1.00560302832841,2.58882643471215,1.24310026568234,0.932058496359387,"IDMSH","covariate"
-0.51631740060174,-2.2779488173148,1.06773779617186,0.94333180390294,2.55289967966138,1.02762717233603,1.18326323327641,"IDMSH","covariate"
-0.662342465992633,-2.45998930261319,1.0183067813743,1.01119893872534,2.57693535182429,1.0466664611824,1.31390008088629,"IDMSH","covariate"
-0.755194624953624,-2.3806365061799,1.15399190767387,0.936618510776259,2.45724221377151,1.00420063758437,1.12242684760981,"IDMCO","covariate"
-0.633787373340569,-2.37040054018339,1.05581449242151,0.968218632689808,2.49022440450188,1.05510274016556,1.11712742059491,"IDMCO","covariate"
-0.661565945937348,-2.27212856171827,0.983978319189292,1.00654783277089,2.53380681287453,1.19938245557391,0.922400618239372,"IDMCO","covariate"
-0.560182259826014,-2.23600155785971,1.06273030711139,0.938568322080001,2.53279695484511,1.01456669445782,1.14359258981719,"IDMCO","covariate"
-0.707826495433038,-2.46631127566665,1.02389320741669,1.0087787475071,2.48432789000335,1.06538901910268,1.33222527375816,"IDMCO","covariate"
-0.72756850221982,-3.29002753175187,2.56121870902541,2.55542481256707,2.56447546025988,0.998220587822412,1.81509660109272,"GCMSH","shared"
-0.736633570748174,-3.87973194254842,2.58013358924765,2.57308931815273,2.58056151501799,1.0293222691471,2.24898690031951,"GCMSH","shared"
-0.81981457713134,-3.55787760894484,2.59353761260055,2.58162332550554,2.57476492058728,1.08845771557665,2.05121857176394,"GCMSH","shared"
-0.658856485374781,-3.24692608561024,2.56482123710512,2.57632305332657,2.56907599473647,1.02037451169904,1.71843653209931,"GCMSH","shared"
-0.798618806834982,-3.97936528190456,2.57900499708044,2.57638172875569,2.55756271705719,1.00184416518789,2.28384930651829,"GCMSH","shared"
-0.699096574557531,-0.0173138957562466,2.56597447264347,2.60073237771882,2.46974160499662,0.997951571504482,2.55982829787868,"GCMCO","shared"
-0.718516713671966,-0.025305309986749,2.55401429986388,2.57208942002233,2.45485127072805,1.0238014414516,2.59482638616079,"GCMCO","shared"
-0.801393574746586,-0.0971223020848087,2.56059366601927,2.57974493107466,2.40183902169897,1.08911580445126,2.569486065903,"GCMCO","shared"
-0.686032086713319,-0.0353232409841336,2.57146544941304,2.56543677400165,2.46307307525605,1.02249254532199,2.57723386856896,"GCMCO","shared"
-0.789658863998444,-0.111101552139162,2.57285859615084,2.59062478226777,2.47302177478562,1.00364597538138,2.57588662650648,"GCMCO","shared"
-0.793352880789629,-2.14529714658567,1.1471869852412,1.0572785848816,2.58376515789113,0.93697560935416,1.16473566882265,"SOM","shared"
-0.808204617748945,-2.43023618824457,1.04068632428291,0.930371486297871,2.59183757669564,1.15060911385791,1.12010130871276,"SOM","shared"
-0.761959438799629,-2.28501369356383,0.979820919447989,0.963662070535237,2.56449699197674,0.987033567979768,1.24286072341669,"SOM","shared"
-0.717805099630017,-2.35491877702864,1.07660885557823,0.895580210048026,2.58094490414455,0.972814654003009,1.25432018938556,"SOM","shared"
