"muLatitude","muSpecies","sigmaAlphaSites","sigmaAlphaSpecies","sigmaLambda","sigmaSites","sigmaSpecies","model","truth"
-0.421345045042286,-8.83071992543801,2.56773506804896,2.58340204136593,2.59904781546184,1.37616205395787,2.18666349629024,"GCMSH","covariate"
-0.903396788837249,-9.00654407022002,2.57312240868633,2.57152551663525,2.57949556370329,0.65902667526574,1.96263392182473,"GCMSH","covariate"
-0.673350234252173,-8.66001456826275,2.58480778952749,2.55914346598372,2.58214290154202,1.20982445961758,2.10034014514565,"GCMSH","covariate"
-1.15864352427584,-9.01559597037295,2.56697362104276,2.56585852448827,2.57955087944669,0.629227075134813,1.98583541629592,"GCMSH","covariate"
-0.37769486848411,-8.83418206162408,2.59209234558794,2.57003073185051,2.55695276661415,1.10267735376076,2.28139155506422,"GCMSH","covariate"
-0.507940720770801,-0.0053370441912384,2.57920313079674,2.5425443238191,2.47855562483781,1.35381215210522,2.58338135122386,"GCMCO","covariate"
-0.960067070255383,0.0461004367134712,2.5699860683459,2.57636525443529,2.48761876455353,0.674655753038375,2.57612850377696,"GCMCO","covariate"
-0.553860371855498,-0.0372557968251216,2.54958492572759,2.57296296299623,2.5025595760195,1.20256818634436,2.56691378576642,"GCMCO","covariate"
-0.951711610777135,0.0223387650135718,2.56782370511919,2.55689142266911,2.54898789844249,0.646216626834086,2.55983494958297,"GCMCO","covariate"
-0.337528441567911,-0.072235855666481,2.5698947129656,2.5872238493657,2.53965362907475,1.03908151817792,2.58325465368251,"GCMCO","covariate"
-0.529621172773959,-2.37438128983038,1.00693213094145,0.970483040267753,2.59273666653198,1.1184239379367,1.22724591039643,"SOM","covariate"
-0.619765566215955,-2.00951700235022,1.02023915128605,1.08481214162004,2.56739392058812,0.979665324856645,0.936078057053131,"SOM","covariate"
-0.72135419301162,-2.23458734472868,1.05450383296397,1.00122975706059,2.58773446116829,0.933881940728298,1.04565036104256,"SOM","covariate"
-0.731448704423949,-2.34721714094278,1.03196020457092,0.853223252832189,2.57933674589583,1.1400698650207,1.10090026454421,"SOM","covariate"
-0.664850121102305,-2.40182363885485,1.13823986165292,0.961143959306008,2.5798311069715,1.11465575460086,1.05822450070609,"SOM","covariate"
-0.549315593203123,-2.43475844291758,1.00847485181653,0.96061327735566,2.58210359290418,1.14605165676602,1.2257106133818,"IDMSH","covariate"
-0.621259082953546,-2.03283916559855,1.02227809693672,1.07646533556972,2.58247539873731,0.98561625243876,0.917661880911326,"IDMSH","covariate"
-0.733978607064359,-2.25284970166714,1.05622197045228,0.997979180765713,2.56867012759069,0.940839956318359,1.03365540010467,"IDMSH","covariate"
-0.752147421384,-2.37927708538187,1.03260319902395,0.859131454334229,2.57000479012519,1.14944694264186,1.08999026469721,"IDMSH","covariate"
-0.671443716216311,-2.43416987256351,1.1358655028815,0.960969061147746,2.57420646202732,1.13411579621753,1.04466724002822,"IDMSH","covariate"
-0.510329203993318,-2.41282779669169,1.00503357917201,0.974398745170012,2.45549355833494,1.14426877775567,1.25033837170726,"IDMCO","covariate"
